ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year,note,editor
article,doi:10.1080/08993408.2020.1866938,"Kathryn M. Rich, Diana Franklin, Carla Strickland, Andy Isaacs and Donna Eatinger",10.1080/08993408.2020.1866938," 

https://doi.org/10.1080/08993408.2020.1866938


",Computer Science Education,2,213--234,Routledge,A Learning Trajectory for Variables Based in Computational Thinking Literature: Using Levels of Thinking to Develop Instruction," 

https://doi.org/10.1080/08993408.2020.1866938


",32,2022,,
article,doi:10.1080/24758779.2020.12318732,"Heather Lavigne, Ashley Lewis Presser, Deborah Rosenfeld, Marisa Wolsky and Jessica Andrews",10.1080/24758779.2020.12318732," 

https://doi.org/10.1080/24758779.2020.12318732


",Connected Science Learning,2,12318732,Routledge,Creating a Preschool Computational-Thinking Learning Blueprint to Guide the Development of Learning Resources for Young Children," 

https://doi.org/10.1080/24758779.2020.12318732


",2,2020,,
article,doi:10.1080/00219266.2022.2118353,"Line Have Musaeus, Deborah Tatar and Peter Musaeus",10.1080/00219266.2022.2118353," 

https://doi.org/10.1080/00219266.2022.2118353


",Journal of Biological Education,4,812--828,Routledge,Computational modelling in high school biology: A teaching intervention," 

https://doi.org/10.1080/00219266.2022.2118353


",58,2024,,
article,doi:10.1080/10494820.2019.1612446,"Debora Lui, Justice T. Walker, Sheri Hanna, Yasmin B. Kafai, Deborah Fields and Gayithri Jayathirtha",10.1080/10494820.2019.1612446," 

https://doi.org/10.1080/10494820.2019.1612446


",Interactive Learning Environments,3,284--301,Routledge,Communicating computational concepts and practices within high school students’ portfolios of making electronic textiles," 

https://doi.org/10.1080/10494820.2019.1612446


",28,2020,,
article,doi:10.1080/15710882.2020.1722173,"Christian Dindler, Rachel Smith and Ole Sejer Iversen",10.1080/15710882.2020.1722173," 

https://doi.org/10.1080/15710882.2020.1722173


",CoDesign,1,66--80,Taylor \& Francis,Computational empowerment: participatory design in education," 

https://doi.org/10.1080/15710882.2020.1722173


",16,2020,,
article,doi:10.1080/07380569.2018.1531613,C. B. Price and R. M. Price-Mohr,10.1080/07380569.2018.1531613," 

https://doi.org/10.1080/07380569.2018.1531613


",Computers in the Schools,4,284--301,Routledge,An Evaluation of Primary School Children Coding Using a Text-Based Language (Java)," 

https://doi.org/10.1080/07380569.2018.1531613


",35,2018,,
article,doi:10.1080/2331186X.2022.2098929,Wan-Rou Wu and Kai-Lin Yang,10.1080/2331186X.2022.2098929," 

https://doi.org/10.1080/2331186X.2022.2098929


",Cogent Education,1,2098929,Cogent OA,The relationships between computational and mathematical thinking: A review study on tasks," 

https://doi.org/10.1080/2331186X.2022.2098929


",9,2022,,
article,doi:10.1080/15391523.2020.1713263,"Kristie J. Newton, Jacqueline Leonard, Alan Buss, Christopher G. Wright and Joy Barnes-Johnson",10.1080/15391523.2020.1713263," 

https://doi.org/10.1080/15391523.2020.1713263


",Journal of Research on Technology in Education,2,129--147,Routledge,Informal STEM: learning with robotics and game design in an urban context," 

https://doi.org/10.1080/15391523.2020.1713263


",52,2020,,
article,doi:10.1080/07380569.2023.2175634,Kim André Stavenæs Refvik and Hilde Opsal,10.1080/07380569.2023.2175634," 

https://doi.org/10.1080/07380569.2023.2175634


",Computers in the Schools,3,244--261,Routledge,Do Optional Programming Courses Affect Eighth-Grade Students’ Mathematical Problem Solving?," 

https://doi.org/10.1080/07380569.2023.2175634


",40,2023,,
article,doi:10.1080/08993408.2024.2344402,Karen Woo and Garry Falloon,10.1080/08993408.2024.2344402," 

https://doi.org/10.1080/08993408.2024.2344402


",Computer Science Education,0,1--22,Routledge,Integrating coding across the curriculum: a scoping review," 

https://doi.org/10.1080/08993408.2024.2344402


",0,2024,,
article,doi:10.1080/10986065.2021.1922856,Anna Fergusson and Maxine Pfannkuch,10.1080/10986065.2021.1922856," 

https://doi.org/10.1080/10986065.2021.1922856


",Mathematical Thinking and Learning,4,336--356,Routledge,Introducing teachers who use GUI-driven tools for the randomization test to code-driven tools," 

https://doi.org/10.1080/10986065.2021.1922856


",24,2022,,
article,doi:10.1080/11356405.2017.1305075,José-Manuel Sáez-López and María-Luisa Sevillano-García,10.1080/11356405.2017.1305075," 

https://doi.org/10.1080/11356405.2017.1305075


",Culture and Education,2,350--384,Routledge,"Sensors, programming and devices in Art Education sessions. One case in the context of primary education / Sensores, programación y dispositivos en sesiones de Educación Artística. Un caso en el contexto de Educación Primaria"," 

https://doi.org/10.1080/11356405.2017.1305075


",29,2017,,
article,doi:10.1080/08993408.2023.2279198,"Dandan Yang, Zhanxia Yang and Marina Umaschi Bers",10.1080/08993408.2023.2279198," 

https://doi.org/10.1080/08993408.2023.2279198


",Computer Science Education,0,1--21,Routledge,The efficacy of a computer science curriculum for early childhood: evidence from a randomized controlled trial in K-2 classrooms," 

https://doi.org/10.1080/08993408.2023.2279198


",0,2023,,
article,doi:10.1080/10494820.2019.1636087,"Michael Lachney, William Babbitt, Audrey Bennett and Ron Eglash",10.1080/10494820.2019.1636087," 

https://doi.org/10.1080/10494820.2019.1636087


",Interactive Learning Environments,7,1115--1135,Routledge,Generative computing: African-American cosmetology as a link between computing education and community wealth," 

https://doi.org/10.1080/10494820.2019.1636087


",29,2021,,
article,doi:10.1080/26939169.2024.2351570,Anna Fergusson and Maxine Pfannkuch,10.1080/26939169.2024.2351570," 

https://doi.org/10.1080/26939169.2024.2351570


",Journal of Statistics and Data Science Education,0,1--16,Taylor \& Francis,Using Grayscale Photos to Introduce High School Statistics Teachers to Reasoning with Digital Image Data," 

https://doi.org/10.1080/26939169.2024.2351570


",0,2024,,
article,doi:10.1080/17439884.2023.2251388,Galit Wellner and Ilya Levin,10.1080/17439884.2023.2251388," 

https://doi.org/10.1080/17439884.2023.2251388


","Learning, Media and Technology",0,1--14,Routledge,Ihde meets Papert: combining postphenomenology and constructionism for a future agenda of philosophy of education in the era of digital technologies," 

https://doi.org/10.1080/17439884.2023.2251388


",0,2023,,
article,doi:10.1080/08993408.2017.1308651,"Zhongxiu Liu, Rui Zhi, Andrew Hicks and Tiffany Barnes",10.1080/08993408.2017.1308651," 

https://doi.org/10.1080/08993408.2017.1308651


",Computer Science Education,1,1--29,Routledge,Understanding problem solving behavior of 6–8 graders in a debugging game," 

https://doi.org/10.1080/08993408.2017.1308651


",27,2017,,
article,doi:10.1080/1475939X.2022.2129772,"Ramona Lorenz, Melanie Heldt and Birgit Eickelmann",10.1080/1475939X.2022.2129772," 

https://doi.org/10.1080/1475939X.2022.2129772


","Technology, Pedagogy and Education",5,563--577,Routledge,Relevance of pre-service teacher training to use ICT for the actual use in classrooms – focus on German secondary schools," 

https://doi.org/10.1080/1475939X.2022.2129772


",31,2022,,
article,doi:10.1080/09523987.2023.2324600,Maia Lust and Mart Laanpere,10.1080/09523987.2023.2324600," 

https://doi.org/10.1080/09523987.2023.2324600


",Educational Media International,3-4,257--273,Routledge,Redefining the creative digital project for 8th grade in Estonian schools," 

https://doi.org/10.1080/09523987.2023.2324600


",60,2023,,
article,doi:10.1080/08993408.2016.1160664,Ibrahim Cetin and Christine Andrews-Larson,10.1080/08993408.2016.1160664," 

https://doi.org/10.1080/08993408.2016.1160664


",Computer Science Education,1,27--43,Routledge,Learning sorting algorithms through visualization construction," 

https://doi.org/10.1080/08993408.2016.1160664


",26,2016,,
article,doi:10.1080/10632913.2023.2185918,Alan Gazzano,10.1080/10632913.2023.2185918," 

https://doi.org/10.1080/10632913.2023.2185918


",Arts Education Policy Review,4,264--275,Routledge,Stakeholders’ views on programming in Japanese elementary schools: current issues and future perspectives in music," 

https://doi.org/10.1080/10632913.2023.2185918


",125,2024,,
article,doi:10.1080/08993408.2021.1956216,Laura E. de Ruiter and Marina U. Bers,10.1080/08993408.2021.1956216," 

https://doi.org/10.1080/08993408.2021.1956216


",Computer Science Education,4,388--417,Routledge,The Coding Stages Assessment: development and validation of an instrument for assessing young children’s proficiency in the ScratchJr programming language," 

https://doi.org/10.1080/08993408.2021.1956216


",32,2022,,
article,doi:10.1080/09523987.2020.1848512,"Henriikka Vartiainen, Matti Tedre, Juho Kahila and Teemu Valtonen",10.1080/09523987.2020.1848512," 

https://doi.org/10.1080/09523987.2020.1848512


",Educational Media International,4,285--298,Routledge,Tensions and trade-offs of participatory learning in the age of machine learning," 

https://doi.org/10.1080/09523987.2020.1848512


",57,2020,,
article,doi:10.1080/08993408.2023.2263831,"Jamie Colwell, Amy Hutchison, Kristie Gutierrez, Jeff Offutt and Anya Evmenova",10.1080/08993408.2023.2263831," 

https://doi.org/10.1080/08993408.2023.2263831


",Computer Science Education,3,546--565,Routledge,Elementary teachers’ experiences in online professional development for literacy-focused computer science instruction for all learners," 

https://doi.org/10.1080/08993408.2023.2263831


",34,2024,,
article,doi:10.1080/00368121.2024.2378860,"Wahid Yunianto, Adi Nur Cahyono, Theodosia Prodromou, Shereen El-Bedewy and Zsolt Lavicza",10.1080/00368121.2024.2378860," 

https://doi.org/10.1080/00368121.2024.2378860


",Science Activities,0,1--27,Routledge,CT integration in STEAM learning: Fostering students’ creativity by making Batik stamp pattern," 

https://doi.org/10.1080/00368121.2024.2378860


",0,2024,,
article,doi:10.1080/10511970.2014.893939,"Zaur Berkaliev, Shavila Devi, Gregory E. Fasshauer, Fred J. Hickernell, Ozgul Kartal, Xiaofan Li, Patrick McCray, Stephanie Whitney and Judith S. Zawojewski",10.1080/10511970.2014.893939," 

https://doi.org/10.1080/10511970.2014.893939


",PRIMUS,5,403--420,Taylor \& Francis,Initiating a Programmatic Assessment Report," 

https://doi.org/10.1080/10511970.2014.893939


",24,2014,,
article,doi:10.1080/18117295.2016.1236999,Colin Pilkington and Ian Sanders,10.1080/18117295.2016.1236999," 

https://doi.org/10.1080/18117295.2016.1236999


","African Journal of Research in Mathematics, Science and Technology Education",3,267--277,Routledge,Learners’ and Educators’ Perspectives on the Value of Web Design in the South African Grade 11 Computer Applications Technology Curriculum," 

https://doi.org/10.1080/18117295.2016.1236999


",20,2016,,
article,doi:10.1080/10632913.2021.1974996,Alan Gazzano,10.1080/10632913.2021.1974996," 

https://doi.org/10.1080/10632913.2021.1974996


",Arts Education Policy Review,2,81--93,Routledge,Japan’s programming education: a critical focus on music in elementary schools," 

https://doi.org/10.1080/10632913.2021.1974996


",125,2024,,
article,doi:10.1080/0020739X.2020.1837402,John Griffith Tupouniua,10.1080/0020739X.2020.1837402," 

https://doi.org/10.1080/0020739X.2020.1837402


",International Journal of Mathematical Education in Science and Technology,7,1711--1732,Taylor \& Francis,Explicating how students revise their algorithms in response to counterexamples: building on small nuanced gains," 

https://doi.org/10.1080/0020739X.2020.1837402


",53,2022,,
article,doi:10.1080/10494820.2019.1643741,"Bo Jiang, Wei Zhao, Nuan Zhang and Feiyue Qiu",10.1080/10494820.2019.1643741," 

https://doi.org/10.1080/10494820.2019.1643741


",Interactive Learning Environments,1,113--126,Routledge,Programming trajectories analytics in block-based programming language learning," 

https://doi.org/10.1080/10494820.2019.1643741


",30,2022,,
article,doi:10.1080/09523987.2019.1669876,Ioannis Altanis and Symeon Retalis,10.1080/09523987.2019.1669876," 

https://doi.org/10.1080/09523987.2019.1669876


",Educational Media International,3,201--217,Routledge,A multifaceted students’ performance assessment framework for motion-based game-making projects with Scratch," 

https://doi.org/10.1080/09523987.2019.1669876


",56,2019,,
article,doi:10.1080/15391523.2021.1967817,"Oi-Lam Ng, Minnie Liu and Zhihao Cui",10.1080/15391523.2021.1967817," 

https://doi.org/10.1080/15391523.2021.1967817


",Journal of Research on Technology in Education,3,411--425,Routledge,Students’ in-moment challenges and developing maker perspectives during problem-based digital making," 

https://doi.org/10.1080/15391523.2021.1967817


",55,2023,,
article,doi:10.1080/08993408.2023.2255058,"Camilo Vieira, J. Chiu and B. Velasquez",10.1080/08993408.2023.2255058," 

https://doi.org/10.1080/08993408.2023.2255058


",Computer Science Education,0,1--21,Routledge,Towards a learning progression of sequencing and algorithm design for five- and six-years-old children engaging with an educational robot," 

https://doi.org/10.1080/08993408.2023.2255058


",0,2023,,
article,doi:10.1080/1046560X.2023.2242665,"Erin E. Peters-Burton, Hong H. Tran and Brittany Miller",10.1080/1046560X.2023.2242665," 

https://doi.org/10.1080/1046560X.2023.2242665


",Journal of Science Teacher Education,3,221--242,Routledge,Design-Based Research as Professional Development: Outcomes of Teacher Participation in the Development of the Science Practices Innovation Notebook (SPIN)," 

https://doi.org/10.1080/1046560X.2023.2242665


",35,2024,,
article,doi:10.1080/15391523.2023.2232900,"Yi Jin, Shenghua Zha and Janet Cowart",10.1080/15391523.2023.2232900," 

https://doi.org/10.1080/15391523.2023.2232900


",Journal of Research on Technology in Education,0,1--24,Routledge,In critical need of research-based instructional strategies and assessment: an investigation of ePCR math lesson plans for middle school students," 

https://doi.org/10.1080/15391523.2023.2232900


",0,2023,,
article,doi:10.1080/1046560X.2022.2035990,Arif Rachmatullah and Eric N. Wiebe,10.1080/1046560X.2022.2035990," 

https://doi.org/10.1080/1046560X.2022.2035990


",Journal of Science Teacher Education,2,132--156,Routledge,Changes and Sources of Changes of Middle School Teachers’ Self-efficacy for Teaching Science in A Computationally Rich Environment: A Mixed-Methods Study," 

https://doi.org/10.1080/1046560X.2022.2035990


",34,2023,,
